vm,commit,suite,benchmark,ms,warm
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,spectralnorm,35.803000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,spectralnorm,37.144000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,spectralnorm,37.063000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,spectralnorm,37.307000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,spectralnorm,37.274000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,spectralnorm,35.899000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,spectralnorm,37.295000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,spectralnorm,37.286000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,spectralnorm,37.323000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,spectralnorm,36.032000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,spectralnorm,37.293000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,spectralnorm,49.246000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,spectralnorm,37.312000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,spectralnorm,35.946000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,spectralnorm,37.191000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,spectralnorm,37.261000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,spectralnorm,37.252000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,spectralnorm,35.979000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,spectralnorm,37.192000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,spectralnorm,37.231000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,spectralnorm,36.052000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,spectralnorm,37.268000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,spectralnorm,37.141000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,spectralnorm,37.252000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,spectralnorm,37.211000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,spectralnorm,35.850000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,spectralnorm,37.185000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,spectralnorm,37.238000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,spectralnorm,37.186000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,spectralnorm,35.867000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,spectralnorm,37.184000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,spectralnorm,49.165000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,spectralnorm,37.245000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,spectralnorm,35.833000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,spectralnorm,37.116000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,spectralnorm,37.189000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,spectralnorm,37.122000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,spectralnorm,35.874000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,spectralnorm,37.146000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,spectralnorm,37.185000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,spectralnorm,35.874000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,spectralnorm,37.176000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,spectralnorm,37.083000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,spectralnorm,36.827000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,spectralnorm,36.773000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,spectralnorm,35.463000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,spectralnorm,36.803000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,spectralnorm,36.849000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,spectralnorm,36.800000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,spectralnorm,35.479000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,spectralnorm,36.793000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,spectralnorm,48.675000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,spectralnorm,36.831000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,spectralnorm,35.457000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,spectralnorm,36.729000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,spectralnorm,36.764000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,spectralnorm,36.748000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,spectralnorm,35.440000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,spectralnorm,36.679000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,spectralnorm,36.753000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,spectralnorm,35.443000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,spectralnorm,36.763000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,spectralnorm,36.724000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,pidigits,28845.904000,0
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,pidigits,3847.525000,0
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,pidigits,27814.948000,0
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,pidigits,789.135000,0
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,pidigits,497.582000,0
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,pidigits,30165.160000,0
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,pidigits,4017.636000,0
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,pidigits,37432.544000,0
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,pidigits,141.664000,0
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,pidigits,14583.145000,0
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,pidigits,28648.663000,0
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,pidigits,3827.734000,0
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,pidigits,27871.561000,0
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,pidigits,786.984000,0
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,pidigits,496.201000,0
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,pidigits,30252.686000,0
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,pidigits,4054.755000,0
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,pidigits,37618.480000,0
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,pidigits,143.983000,0
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,pidigits,14612.628000,0
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,pidigits,87.591000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,pidigits,87.690000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,pidigits,87.587000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,pidigits,86.883000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,pidigits,87.537000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,pidigits,90.732000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,pidigits,87.654000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,pidigits,87.571000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,pidigits,87.611000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,pidigits,86.729000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,pidigits,87.873000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,pidigits,87.772000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,pidigits,87.623000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,pidigits,87.697000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,pidigits,87.646000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,pidigits,87.901000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,pidigits,89.573000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,pidigits,87.779000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,pidigits,87.677000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,pidigits,87.703000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,pidigits,85.115000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,pidigits,85.832000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,pidigits,85.740000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,pidigits,85.659000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,pidigits,87.878000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,pidigits,86.922000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,pidigits,86.325000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,pidigits,85.099000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,pidigits,85.822000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,pidigits,85.702000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,pidigits,86.076000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,pidigits,86.005000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,pidigits,86.005000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,pidigits,86.060000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,pidigits,85.144000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,pidigits,88.410000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,pidigits,86.505000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,pidigits,85.970000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,pidigits,85.905000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,pidigits,85.831000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,pidigits,88.328000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,pidigits,88.503000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,pidigits,87.471000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,pidigits,88.380000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,pidigits,88.524000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,pidigits,91.233000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,pidigits,88.237000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,pidigits,88.052000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,pidigits,88.143000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,pidigits,87.293000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,pidigits,88.428000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,pidigits,88.420000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,pidigits,88.481000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,pidigits,88.542000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,pidigits,88.354000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,pidigits,88.580000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,pidigits,90.186000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,pidigits,88.290000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,pidigits,88.405000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,pidigits,88.354000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,pidigits,89.121000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,pidigits,88.892000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,pidigits,88.070000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,pidigits,88.791000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,pidigits,91.234000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,pidigits,89.631000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,pidigits,89.019000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,pidigits,88.921000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,pidigits,88.207000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,pidigits,89.034000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,pidigits,89.364000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,pidigits,89.146000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,pidigits,89.184000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,pidigits,89.180000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,pidigits,89.024000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,pidigits,91.026000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,pidigits,89.287000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,pidigits,88.935000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,pidigits,89.047000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,pidigits,89.131000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,regexdna,1542.886000,0
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,regexdna,1518.342000,0
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,regexdna,3791.950000,0
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,regexdna,1480.201000,0
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,regexdna,1476.184000,0
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,regexdna,1539.900000,0
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,regexdna,1516.988000,0
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,regexdna,3789.988000,0
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,regexdna,1479.942000,0
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,regexdna,1474.483000,0
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,regexdna,1547.075000,0
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,regexdna,1515.082000,0
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,regexdna,3793.042000,0
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,regexdna,1481.090000,0
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,regexdna,1478.517000,0
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,regexdna,1537.800000,0
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,regexdna,1556.809000,0
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,regexdna,3807.086000,0
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,regexdna,1474.912000,0
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,regexdna,1477.267000,0
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,regexdna,1496.219000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,regexdna,1475.747000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,regexdna,1481.005000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,regexdna,1479.395000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,regexdna,1501.813000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,regexdna,1485.102000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,regexdna,1478.528000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,regexdna,1478.953000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,regexdna,1492.399000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,regexdna,1479.330000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,regexdna,1479.687000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,regexdna,1479.329000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,regexdna,1489.394000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,regexdna,1481.369000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,regexdna,1480.310000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,regexdna,1481.360000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,regexdna,1489.468000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,regexdna,1478.837000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,regexdna,1486.186000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,regexdna,1484.246000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,regexdna,1489.125000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,regexdna,1475.805000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,regexdna,1480.743000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,regexdna,1476.133000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,regexdna,1509.416000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,regexdna,1483.907000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,regexdna,1478.585000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,regexdna,1479.841000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,regexdna,1491.264000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,regexdna,1477.248000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,regexdna,1474.944000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,regexdna,1482.064000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,regexdna,1491.766000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,regexdna,1475.378000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,regexdna,1481.387000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,regexdna,1488.034000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,regexdna,1491.367000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,regexdna,1475.369000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,regexdna,1474.560000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,regexdna,1478.422000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,regexdna,1492.501000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,regexdna,1477.645000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,regexdna,1481.532000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,regexdna,1480.221000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,regexdna,1493.577000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,regexdna,1479.665000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,regexdna,1483.586000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,regexdna,1480.911000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,regexdna,1498.162000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,regexdna,1480.977000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,regexdna,1474.983000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,regexdna,1474.222000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,regexdna,1489.685000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,regexdna,1476.831000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,regexdna,1482.393000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,regexdna,1479.722000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,regexdna,1489.012000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,regexdna,1477.860000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,regexdna,1481.487000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,regexdna,1479.476000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,regexdna,1496.510000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,regexdna,1478.041000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,regexdna,1476.936000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,regexdna,1480.350000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,regexdna,1490.552000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,regexdna,1477.396000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,regexdna,1477.010000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,regexdna,1478.677000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,regexdna,1491.271000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,regexdna,1479.484000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,regexdna,1475.132000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,regexdna,1476.601000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,regexdna,1489.055000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,regexdna,1473.590000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,regexdna,1476.281000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,regexdna,1473.981000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,regexdna,1494.116000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,regexdna,1475.824000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,regexdna,1479.825000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,regexdna,1479.713000,1
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,fannkuchredux,1927.107000,0
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,fannkuchredux,1908.372000,0
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,fannkuchredux,2953.719000,0
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,fannkuchredux,710.161000,0
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,fannkuchredux,717.753000,0
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,fannkuchredux,1971.881000,0
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,fannkuchredux,1956.946000,0
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,fannkuchredux,2986.241000,0
Ř,1a56370726981f5082b6445066d48e1c7d0db879,shootout,fannkuchredux,743.111000,0
