type,package,filename,lazy-1,lazy-2,strict
testthat,psd,test-ctap,TRUE,TRUE,TRUE
testthat,psd,test-fft,TRUE,TRUE,TRUE
testthat,psd,test-normalize,TRUE,TRUE,TRUE
testthat,psd,test-parabolic_weights,TRUE,TRUE,TRUE
testthat,psd,test-resample,TRUE,TRUE,TRUE
testthat,psd,test-riedsid,TRUE,TRUE,TRUE
testthat,psd,test-spec-I,TRUE,TRUE,TRUE
testthat,psd,test-spec-II,TRUE,TRUE,TRUE
testthat,psd,test-specprop,TRUE,TRUE,TRUE
testthat,psd,test-transfer,TRUE,TRUE,TRUE
testthat,psd,test-utils,TRUE,TRUE,TRUE
testthat,psd,test-weights,TRUE,TRUE,TRUE
testthat,psycho,test-assess,TRUE,TRUE,FALSE
testthat,psycho,test-deprecated,TRUE,TRUE,TRUE
testthat,psycho,test-dprime,TRUE,TRUE,TRUE
testthat,purrrlyr,test-dmap,TRUE,TRUE,TRUE
testthat,purrrlyr,test-rows,TRUE,TRUE,TRUE
testthat,qdap,test-add_incomplete,TRUE,TRUE,TRUE
testthat,qdap,test-adjacency_matrix,TRUE,TRUE,TRUE
testthat,qdap,test-all_words,TRUE,TRUE,TRUE
testthat,qdap,test-as.tdm,TRUE,TRUE,TRUE
testthat,qdap,test-automated_readability_index,TRUE,TRUE,TRUE
testthat,qdap,test-bag_o_words,TRUE,TRUE,TRUE
testthat,qdap,test-beg2char,TRUE,TRUE,TRUE
testthat,qdap,test-blank2NA,TRUE,TRUE,TRUE
testthat,qdap,test-bracketX,TRUE,TRUE,TRUE
testthat,qdap,test-capitalizer,TRUE,TRUE,TRUE
testthat,qdap,test-chunker,TRUE,TRUE,TRUE
testthat,qdap,test-clean,TRUE,TRUE,TRUE
testthat,qdap,test-cm_2long,TRUE,TRUE,TRUE
testthat,qdap,test-cm_code.blank,TRUE,TRUE,TRUE
testthat,qdap,test-cmspans,TRUE,TRUE,TRUE
testthat,qdap,test-colSplit,TRUE,TRUE,TRUE
testthat,qdap,test-colcomb2class,TRUE,TRUE,TRUE
testthat,qdap,test-common,TRUE,TRUE,TRUE
testthat,qdap,test-dispersion_plot,TRUE,TRUE,TRUE
testthat,qdap,test-end_mark,TRUE,TRUE,TRUE
testthat,qdap,test-formality,TRUE,TRUE,TRUE
testthat,qdap,test-phrase_net,TRUE,TRUE,TRUE
testthat,qdap,test-polarity,TRUE,TRUE,TRUE
testthat,qdap,test-pos,TRUE,TRUE,TRUE
testthat,qdap,test-replace_number,TRUE,TRUE,TRUE
testthat,qdap,test-strip,TRUE,TRUE,TRUE
testthat,qdap,test-syllable_sum,TRUE,TRUE,TRUE
testthat,qdap,test-unique_by,TRUE,TRUE,TRUE
testthat,qdap,test-wfm,TRUE,TRUE,TRUE
testthat,qdap,test-word_length,TRUE,TRUE,TRUE
testthat,qdapRegex,test-S,TRUE,TRUE,TRUE
testthat,qdapRegex,test-as_count,TRUE,TRUE,TRUE
testthat,qdapRegex,test-as_number,TRUE,TRUE,TRUE
testthat,qdapRegex,test-as_time,TRUE,TRUE,TRUE
testthat,qdapRegex,test-bind,TRUE,TRUE,TRUE
testthat,qdapRegex,test-bind_or,TRUE,TRUE,TRUE
testthat,qdapRegex,test-c.extracted,TRUE,TRUE,TRUE
testthat,qdapRegex,test-case,TRUE,TRUE,TRUE
testthat,qdapRegex,test-cheat,TRUE,TRUE,TRUE
testthat,qdapRegex,test-escape,TRUE,TRUE,TRUE
testthat,qdapRegex,test-explain,TRUE,TRUE,TRUE
testthat,qdapRegex,test-grab,TRUE,TRUE,TRUE
testthat,qdapRegex,test-group,TRUE,TRUE,TRUE
testthat,qdapRegex,test-group_or,TRUE,TRUE,TRUE
testthat,qdapRegex,test-hijack,TRUE,TRUE,TRUE
testthat,qdapRegex,test-is.regex,TRUE,TRUE,TRUE
testthat,qdapRegex,test-pastex,TRUE,TRUE,TRUE
testthat,qdapRegex,test-rm_,TRUE,TRUE,TRUE
testthat,qdapRegex,test-rm_abbreviation,TRUE,TRUE,TRUE
testthat,qdapRegex,test-rm_between,TRUE,TRUE,TRUE
testthat,qdapRegex,test-rm_between_multiple,TRUE,TRUE,TRUE
testthat,qdapRegex,test-rm_bracket,TRUE,TRUE,TRUE
testthat,qdapRegex,test-rm_bracket_multiple,TRUE,TRUE,TRUE
testthat,qdapRegex,test-rm_caps,TRUE,TRUE,TRUE
testthat,qdapRegex,test-rm_caps_phrase,TRUE,TRUE,TRUE
testthat,qdapRegex,test-rm_citation,TRUE,TRUE,TRUE
testthat,qdapRegex,test-rm_citation_tex,TRUE,TRUE,TRUE
testthat,qdapRegex,test-rm_city_state,TRUE,TRUE,TRUE
testthat,qdapRegex,test-rm_city_state_zip,TRUE,TRUE,TRUE
testthat,qdapRegex,test-rm_date,TRUE,TRUE,TRUE
testthat,qdapRegex,test-rm_dollar,TRUE,TRUE,TRUE
testthat,qdapRegex,test-rm_email,TRUE,TRUE,TRUE
testthat,qdapRegex,test-rm_emoticon,TRUE,TRUE,TRUE
testthat,qdapRegex,test-rm_endmark,TRUE,TRUE,TRUE
testthat,qdapRegex,test-rm_hash,TRUE,TRUE,TRUE
testthat,qdapRegex,test-rm_nchar_word,TRUE,TRUE,TRUE
testthat,qdapRegex,test-rm_non_ascii,TRUE,TRUE,TRUE
testthat,qdapRegex,test-rm_non_words,TRUE,TRUE,TRUE
testthat,qdapRegex,test-rm_number,TRUE,TRUE,TRUE
testthat,qdapRegex,test-rm_percent,TRUE,TRUE,TRUE
testthat,qdapRegex,test-rm_phone,TRUE,TRUE,TRUE
testthat,qdapRegex,test-rm_postal_code,TRUE,TRUE,TRUE
testthat,qdapRegex,test-rm_repeated_characters,TRUE,TRUE,TRUE
testthat,qdapRegex,test-rm_repeated_phrases,TRUE,TRUE,TRUE
testthat,qdapRegex,test-rm_repeated_words,TRUE,TRUE,TRUE
testthat,qdapRegex,test-rm_tag,TRUE,TRUE,TRUE
testthat,qdapRegex,test-rm_time,TRUE,TRUE,TRUE
testthat,qdapRegex,test-rm_title_name,TRUE,TRUE,TRUE
testthat,qdapRegex,test-rm_url,TRUE,TRUE,TRUE
testthat,qdapRegex,test-rm_white,TRUE,TRUE,TRUE
testthat,qdapRegex,test-rm_zip,TRUE,TRUE,TRUE
testthat,qdapRegex,test-validate,TRUE,TRUE,TRUE
testthat,qdapTools,test-hash,TRUE,TRUE,TRUE
testthat,qdapTools,test-hms2sec,TRUE,TRUE,TRUE
testthat,qdapTools,test-id,TRUE,TRUE,TRUE
testthat,qdapTools,test-list2df,TRUE,TRUE,TRUE
testthat,qdapTools,test-loc_split,TRUE,TRUE,TRUE
testthat,qdapTools,test-lookup,TRUE,TRUE,TRUE
testthat,qdapTools,test-mtabulate,TRUE,TRUE,TRUE
testthat,qdapTools,test-pad,TRUE,TRUE,TRUE
testthat,qdapTools,test-run_split,TRUE,TRUE,TRUE
testthat,qdapTools,test-shift,TRUE,TRUE,TRUE
testthat,qdapTools,test-split_vector,TRUE,TRUE,TRUE
testthat,qdapTools,test-start_end,TRUE,TRUE,TRUE
testthat,qdapTools,test-text2color,TRUE,TRUE,TRUE
testthat,qdapTools,test-v_outer,TRUE,TRUE,TRUE
testthat,qgam,test-calFastTuneLearn,TRUE,TRUE,TRUE
testthat,qgam,test-calFastTuneLearnFast,TRUE,TRUE,TRUE
testthat,qgam,test-check_qgam,TRUE,TRUE,TRUE
testthat,qgam,test-tuneLearn,TRUE,TRUE,TRUE
testthat,qgam,test-tuneLearnFast,TRUE,TRUE,TRUE
testthat,qpdf,test-password-callback,TRUE,TRUE,TRUE
testthat,qtl2,test-addlog,TRUE,TRUE,TRUE
testthat,qtl2,test-align_scan1_map,TRUE,TRUE,TRUE
testthat,qtl2,test-arrange_genes,TRUE,TRUE,TRUE
testthat,qtl2,test-assign_allele_codes,TRUE,TRUE,TRUE
testthat,qtl2,test-basic_summaries,TRUE,TRUE,TRUE
testthat,qtl2,test-batch_cols,TRUE,TRUE,TRUE
testthat,qtl2,test-binreg,TRUE,TRUE,TRUE
testthat,qtl2,test-calc_entropy,TRUE,TRUE,TRUE
testthat,qtl2,test-calc_geno_freq,TRUE,TRUE,TRUE
testthat,qtl2,test-calc_grid,TRUE,TRUE,TRUE
testthat,qtl2,test-calc_het,TRUE,TRUE,TRUE
testthat,qtl2,test-calc_kinship,TRUE,TRUE,TRUE
testthat,qtl2,test-calc_raw_summaries,TRUE,TRUE,TRUE
testthat,qtl2,test-calc_sdp,TRUE,TRUE,TRUE
testthat,qtl2,test-calcerrorlod,TRUE,TRUE,TRUE
testthat,qtl2,test-calcgenoprob,TRUE,TRUE,TRUE
testthat,qtl2,test-calcgenoprob2,TRUE,TRUE,TRUE
testthat,qtl2,test-cbind_expand,TRUE,TRUE,TRUE
testthat,qtl2,test-check_cross,TRUE,TRUE,TRUE
testthat,qtl2,test-chisq_colpairs,TRUE,TRUE,TRUE
testthat,qtl2,test-chr_lengths,TRUE,TRUE,TRUE
testthat,qtl2,test-clean_genoprob,TRUE,TRUE,TRUE
testthat,qtl2,test-clean_scan1,TRUE,TRUE,TRUE
testthat,qtl2,test-compare_geno,TRUE,TRUE,TRUE
testthat,qtl2,test-compare_maps,TRUE,TRUE,TRUE
testthat,qtl2,test-control_files,TRUE,TRUE,TRUE
testthat,qtl2,test-convert2cross2,TRUE,TRUE,TRUE
testthat,qtl2,test-count_xo,TRUE,TRUE,TRUE
testthat,qtl2,test-create_gene_query_func,TRUE,TRUE,TRUE
testthat,qtl2,test-create_marker_index,TRUE,TRUE,TRUE
testthat,qtl2,test-create_snpinfo,TRUE,TRUE,TRUE
testthat,qtl2,test-create_variant_query_func,TRUE,TRUE,TRUE
testthat,qtl2,test-cross_util,TRUE,TRUE,TRUE
testthat,qtl2,test-crossinfo_sex,TRUE,TRUE,TRUE
testthat,qtl2,test-decomp_kinship,TRUE,TRUE,TRUE
testthat,qtl2,test-drop_depcols,TRUE,TRUE,TRUE
testthat,qtl2,test-drop_markers,TRUE,TRUE,TRUE
testthat,qtl2,test-est_herit,TRUE,TRUE,TRUE
testthat,qtl2,test-estmap,TRUE,TRUE,TRUE
testthat,qtl2,test-estmap2,TRUE,TRUE,TRUE
testthat,qtl2,test-expand_snp_results,TRUE,TRUE,TRUE
testthat,qtl2,test-find_common_ids,TRUE,TRUE,TRUE
testthat,qtl2,test-find_ibd_segments,TRUE,TRUE,TRUE
testthat,qtl2,test-find_index_snp,TRUE,TRUE,TRUE
testthat,qtl2,test-find_map_gaps,TRUE,TRUE,TRUE
testthat,qtl2,test-find_marker,TRUE,TRUE,TRUE
testthat,qtl2,test-find_peaks,TRUE,TRUE,TRUE
testthat,qtl2,test-fit1,TRUE,TRUE,TRUE
testthat,qtl2,test-fit1_binary,TRUE,TRUE,TRUE
testthat,qtl2,test-force_intcovar,TRUE,TRUE,TRUE
testthat,qtl2,test-genoprob_to_alleleprob,TRUE,TRUE,TRUE
testthat,qtl2,test-genoprobs_col2drop,TRUE,TRUE,TRUE
testthat,qtl2,test-get_common_ids,TRUE,TRUE,TRUE
testthat,qtl2,test-get_x_covar,TRUE,TRUE,TRUE
testthat,qtl2,test-guess_phase,TRUE,TRUE,TRUE
testthat,qtl2,test-hmmbasic-ail,TRUE,TRUE,TRUE
testthat,qtl2,test-hmmbasic-ail3,TRUE,TRUE,TRUE
testthat,qtl2,test-hmmbasic-ail3pk,TRUE,TRUE,TRUE
testthat,qtl2,test-hmmbasic-ailpk,TRUE,TRUE,TRUE
testthat,qtl2,test-hmmbasic-bc,TRUE,TRUE,TRUE
testthat,qtl2,test-hmmbasic-dh,TRUE,TRUE,TRUE
testthat,qtl2,test-hmmbasic-dh6,TRUE,TRUE,TRUE
testthat,qtl2,test-hmmbasic-do,TRUE,TRUE,TRUE
testthat,qtl2,test-hmmbasic-dof1,TRUE,TRUE,TRUE
testthat,qtl2,test-hmmbasic-dopk,TRUE,TRUE,TRUE
testthat,qtl2,test-hmmbasic-f2,TRUE,TRUE,TRUE
testthat,qtl2,test-hmmbasic-f2pk,TRUE,TRUE,TRUE
testthat,qtl2,test-hmmbasic-genail,TRUE,TRUE,TRUE
testthat,qtl2,test-hmmbasic-genril,TRUE,TRUE,TRUE
testthat,qtl2,test-hmmbasic-haploid,TRUE,TRUE,TRUE
testthat,qtl2,test-hmmbasic-hs,TRUE,TRUE,TRUE
testthat,qtl2,test-hmmbasic-hspk,TRUE,TRUE,TRUE
testthat,qtl2,test-hmmbasic-magic19,TRUE,TRUE,TRUE
testthat,qtl2,test-hmmbasic-riself,TRUE,TRUE,TRUE
testthat,qtl2,test-hmmbasic-riself4-8-16,TRUE,TRUE,TRUE
testthat,qtl2,test-hmmbasic-risib,TRUE,TRUE,TRUE
testthat,qtl2,test-hmmbasic-risib4-8,TRUE,TRUE,TRUE
testthat,qtl2,test-index_snps,TRUE,TRUE,TRUE
testthat,qtl2,test-interp_genoprob,TRUE,TRUE,TRUE
testthat,qtl2,test-interpmap,TRUE,TRUE,TRUE
testthat,qtl2,test-io,TRUE,TRUE,TRUE
testthat,qtl2,test-is_phase_known,TRUE,TRUE,TRUE
testthat,qtl2,test-is_same,TRUE,TRUE,TRUE
testthat,qtl2,test-kinship_util,TRUE,TRUE,TRUE
testthat,qtl2,test-linreg,TRUE,TRUE,TRUE
testthat,qtl2,test-lmm,TRUE,TRUE,TRUE
testthat,qtl2,test-map_to_grid,TRUE,TRUE,TRUE
testthat,qtl2,test-map_to_pos,TRUE,TRUE,TRUE
testthat,qtl2,test-mapfunc,TRUE,TRUE,TRUE
testthat,qtl2,test-mat2strata,TRUE,TRUE,TRUE
testthat,qtl2,test-matrix,TRUE,TRUE,TRUE
testthat,qtl2,test-max_scan1,TRUE,TRUE,TRUE
testthat,qtl2,test-maxmarg,TRUE,TRUE,TRUE
testthat,qtl2,test-n_missing,TRUE,TRUE,TRUE
testthat,qtl2,test-plot_coef,TRUE,TRUE,TRUE
testthat,qtl2,test-plot_genes,TRUE,TRUE,TRUE
testthat,qtl2,test-plot_genoprob,TRUE,TRUE,TRUE
testthat,qtl2,test-plot_peaks,TRUE,TRUE,TRUE
testthat,qtl2,test-plot_pxg,TRUE,TRUE,TRUE
testthat,qtl2,test-plot_scan1,TRUE,TRUE,TRUE
testthat,qtl2,test-predict_snpgeno,TRUE,TRUE,TRUE
testthat,qtl2,test-probs_to_grid,TRUE,TRUE,TRUE
testthat,qtl2,test-pseudomarkermap,TRUE,TRUE,TRUE
testthat,qtl2,test-pull_genoprobint,TRUE,TRUE,TRUE
testthat,qtl2,test-pull_genoprobpos,TRUE,TRUE,TRUE
testthat,qtl2,test-rcbind_calcgenoprob,TRUE,TRUE,TRUE
testthat,qtl2,test-rcbind_scan1,TRUE,TRUE,TRUE
testthat,qtl2,test-rcbind_scan1perm,TRUE,TRUE,TRUE
testthat,qtl2,test-rcbind_simgeno,TRUE,TRUE,TRUE
testthat,qtl2,test-rcbind_viterbi,TRUE,TRUE,TRUE
testthat,qtl2,test-read_issues,TRUE,TRUE,TRUE
testthat,qtl2,test-recode_snps,TRUE,TRUE,TRUE
testthat,qtl2,test-reduce_map_gaps,TRUE,TRUE,TRUE
testthat,qtl2,test-reduce_markers,TRUE,TRUE,TRUE
testthat,qtl2,test-reduce_to_indexed_snps,TRUE,TRUE,TRUE
testthat,qtl2,test-reduced_rank_covar_scan,TRUE,TRUE,TRUE
testthat,qtl2,test-replace_ids,TRUE,TRUE,TRUE
testthat,qtl2,test-scale_kinship,TRUE,TRUE,TRUE
testthat,qtl2,test-scan1,TRUE,TRUE,TRUE
testthat,qtl2,test-scan1_binary,TRUE,TRUE,TRUE
testthat,qtl2,test-scan1_pg,TRUE,TRUE,TRUE
testthat,qtl2,test-scan1blup,TRUE,TRUE,TRUE
testthat,qtl2,test-scan1coef,TRUE,TRUE,TRUE
testthat,qtl2,test-scan1coef_binary,TRUE,TRUE,TRUE
testthat,qtl2,test-scan1coef_pg,TRUE,TRUE,TRUE
testthat,qtl2,test-scan1max,TRUE,TRUE,TRUE
testthat,qtl2,test-scan1perm,TRUE,TRUE,TRUE
testthat,qtl2,test-scan1perm_binary,TRUE,TRUE,TRUE
testthat,qtl2,test-scan1snps,TRUE,TRUE,TRUE
testthat,qtl2,test-scanhk,TRUE,TRUE,TRUE
testthat,qtl2,test-simgeno,TRUE,TRUE,TRUE
testthat,qtl2,test-snpprobs,TRUE,TRUE,TRUE
testthat,qtl2,test-subset,TRUE,TRUE,TRUE
testthat,qtl2,test-subset_kinship,TRUE,TRUE,TRUE
testthat,qtl2,test-subset_scan1,TRUE,TRUE,TRUE
testthat,qtl2,test-summary_scan1perm,TRUE,TRUE,TRUE
testthat,qtl2,test-top_snps,TRUE,TRUE,TRUE
testthat,qtl2,test-viterbi,TRUE,TRUE,TRUE
testthat,qtl2,test-xpos_scan1,TRUE,TRUE,TRUE
testthat,qtl2,test-zip_datafiles,TRUE,TRUE,TRUE
testthat,quadmesh,test-barycentric,TRUE,TRUE,TRUE
testthat,quadmesh,test-basic,TRUE,TRUE,TRUE
testthat,quadmesh,test-image,TRUE,TRUE,TRUE
testthat,quadmesh,test-mesh_plot,TRUE,TRUE,TRUE
testthat,quadmesh,test-qsc,TRUE,TRUE,TRUE
testthat,quadmesh,test-raster,TRUE,TRUE,TRUE
testthat,quadmesh,test-reproject,TRUE,TRUE,TRUE
testthat,quadmesh,test-texture,TRUE,TRUE,FALSE
testthat,quadmesh,test-tri-quads,TRUE,TRUE,TRUE
testthat,quadmesh,test-triangle-mesh,TRUE,TRUE,TRUE
testthat,quanteda.textstats,test-default-methods,TRUE,TRUE,TRUE
testthat,quanteda.textstats,test-nscrabble,TRUE,TRUE,TRUE
testthat,quanteda.textstats,test-nsyllable,TRUE,TRUE,TRUE
testthat,quanteda.textstats,test-textstat,TRUE,TRUE,TRUE
testthat,quanteda.textstats,test-textstat_collocations,TRUE,TRUE,TRUE
testthat,quanteda.textstats,test-textstat_dist,TRUE,TRUE,TRUE
testthat,quanteda.textstats,test-textstat_entropy,TRUE,TRUE,TRUE
testthat,quanteda.textstats,test-textstat_frequency,TRUE,TRUE,TRUE
testthat,quanteda.textstats,test-textstat_keyness,TRUE,TRUE,TRUE
testthat,quanteda.textstats,test-textstat_lexdiv,TRUE,TRUE,TRUE
testthat,quanteda.textstats,test-textstat_proxy,TRUE,TRUE,TRUE
testthat,quanteda.textstats,test-textstat_readability,TRUE,TRUE,TRUE
testthat,quanteda.textstats,test-textstat_simil,TRUE,TRUE,TRUE
testthat,quanteda.textstats,test-textstat_summary,TRUE,TRUE,TRUE
testthat,quanteda.textstats,test-utils,TRUE,TRUE,TRUE
testthat,quickPlot,test-Plot,TRUE,TRUE,TRUE
testthat,quickPlot,test-Plot-do-call,TRUE,TRUE,TRUE
testthat,quickPlot,test-Plot-nonVisual,TRUE,TRUE,TRUE
testthat,quickPlot,test-clickExtent,TRUE,TRUE,TRUE
testthat,quickPlot,test-examples,TRUE,TRUE,TRUE
testthat,quickPlot,test-spelling,TRUE,TRUE,TRUE
testthat,r2d3,test-examples,TRUE,TRUE,TRUE
testthat,r2d3,test-knit,TRUE,TRUE,TRUE
testthat,r2d3,test-render,TRUE,TRUE,TRUE
testthat,r2d3,test-save,TRUE,TRUE,TRUE
testthat,r2d3,test-shiny,TRUE,TRUE,TRUE
testthat,ramcmc,test-all,TRUE,TRUE,TRUE
testthat,ratelimitr,test-function-errors,TRUE,TRUE,TRUE
testthat,ratelimitr,test-function-integrity,TRUE,TRUE,TRUE
testthat,ratelimitr,test-limit-rate,TRUE,TRUE,TRUE
testthat,ratelimitr,test-network-lag,TRUE,TRUE,TRUE
testthat,ratelimitr,test-repeated-calls,TRUE,TRUE,TRUE
testthat,ratelimitr,test-reset,TRUE,TRUE,TRUE
testthat,ratelimitr,test-update-rate,TRUE,TRUE,TRUE
testthat,ratelimitr,test-window,TRUE,TRUE,TRUE
testthat,rcbalance,test-1tok,TRUE,TRUE,TRUE
testthat,rcbalance,test-build_dist_struct,TRUE,TRUE,TRUE
testthat,rcbalance,test-dist2net,TRUE,TRUE,TRUE
testthat,rcbalance,test-exclude_treated,TRUE,TRUE,TRUE
testthat,rcbalance,test-penalty,TRUE,TRUE,TRUE
testthat,rcbalance,test-precision,TRUE,TRUE,TRUE
testthat,rcmdcheck,test-auto_clean,TRUE,TRUE,TRUE
testthat,rcmdcheck,test-build,TRUE,TRUE,TRUE
testthat,rcmdcheck,test-comparison,TRUE,TRUE,TRUE
testthat,rcmdcheck,test-cran,TRUE,TRUE,TRUE
testthat,rcmdcheck,test-errors,TRUE,TRUE,TRUE
testthat,rcmdcheck,test-parse,TRUE,TRUE,TRUE
testthat,rcmdcheck,test-rcmdcheck,TRUE,TRUE,TRUE
testthat,rcmdcheck,test-tests,TRUE,FALSE,FALSE
testthat,rcrossref,test-cr_abstract,TRUE,TRUE,TRUE
testthat,rcrossref,test-cr_agency,TRUE,TRUE,TRUE
testthat,rcrossref,test-cr_citation_count,TRUE,TRUE,TRUE
testthat,rcrossref,test-cr_cn,TRUE,FALSE,FALSE
testthat,rcrossref,test-cr_funders,TRUE,TRUE,TRUE
testthat,rcrossref,test-cr_journals,TRUE,TRUE,TRUE
testthat,rcrossref,test-cr_licenses,TRUE,TRUE,TRUE
testthat,rcrossref,test-cr_members,TRUE,TRUE,TRUE
testthat,rcrossref,test-cr_members_cursor,TRUE,TRUE,TRUE
testthat,rcrossref,test-cr_prefixes,TRUE,TRUE,TRUE
testthat,rcrossref,test-cr_r,TRUE,TRUE,TRUE
testthat,rcrossref,test-cr_types,TRUE,TRUE,TRUE
testthat,rcrossref,test-cr_works,TRUE,TRUE,TRUE
testthat,rcrossref,test-cr_works_,TRUE,TRUE,TRUE
testthat,rcrossref,test-cr_works_cursor,TRUE,TRUE,TRUE
testthat,rcrossref,test-field_queries,TRUE,TRUE,TRUE
testthat,rcrossref,test-id_converter,TRUE,TRUE,TRUE
testthat,rdist,test-canberra,TRUE,TRUE,TRUE
testthat,rdist,test-correlation,TRUE,TRUE,TRUE
testthat,rdist,test-euclidean,TRUE,TRUE,TRUE
testthat,rdist,test-hamming,TRUE,TRUE,TRUE
testthat,rdist,test-jaccard,TRUE,TRUE,TRUE
testthat,rdist,test-manhattan,TRUE,TRUE,TRUE
testthat,rdist,test-maximum,TRUE,TRUE,TRUE
testthat,rdist,test-minkowski,TRUE,TRUE,TRUE
testthat,rdist,test-user-defined,TRUE,TRUE,TRUE
testthat,reactable,test-columns,TRUE,TRUE,TRUE
testthat,reactable,test-language,TRUE,TRUE,TRUE
testthat,reactable,test-reactable,TRUE,TRUE,TRUE
testthat,reactable,test-shiny,TRUE,TRUE,TRUE
testthat,reactable,test-theme,TRUE,TRUE,TRUE
testthat,reactable,test-utils,TRUE,TRUE,TRUE
testthat,readbitmap,test-image-magic,TRUE,TRUE,TRUE
testthat,readbitmap,test-read-bitmap,TRUE,TRUE,FALSE
testthat,readtext,test-encoding,TRUE,TRUE,TRUE
testthat,readtext,test-nexis,TRUE,TRUE,TRUE
testthat,readtext,test-readtext,TRUE,TRUE,TRUE
testthat,readtext,test-readtext-methods,TRUE,TRUE,TRUE
testthat,readtext,test-readtext-uppercaseextensions,TRUE,TRUE,TRUE
testthat,readtext,test-readtext_options,TRUE,TRUE,TRUE
testthat,readtext,test-utils,TRUE,TRUE,TRUE
testthat,recommenderlab,test-RECOM_UBCF,TRUE,TRUE,TRUE
testthat,recommenderlab,test-dissimilarity,TRUE,TRUE,TRUE
testthat,recommenderlab,test-dropNA,TRUE,TRUE,TRUE
testthat,recommenderlab,test-matrix,TRUE,TRUE,TRUE
testthat,recommenderlab,test-normalize,TRUE,TRUE,TRUE
testthat,recommenderlab,test-recom,TRUE,FALSE,FALSE
testthat,refund,test-fosr,TRUE,TRUE,TRUE
testthat,refund,test-fpca,TRUE,TRUE,TRUE
testthat,refund,test-fpcr,TRUE,TRUE,TRUE
testthat,refund,test-lpfr,TRUE,TRUE,TRUE
testthat,refund,test-pcre,TRUE,TRUE,TRUE
testthat,refund,test-peer,TRUE,TRUE,TRUE
testthat,refund,test-pffr,TRUE,FALSE,FALSE
testthat,rematch2,test-all,TRUE,TRUE,TRUE
testthat,rematch2,test-bind,TRUE,TRUE,TRUE
testthat,rematch2,test-exec,TRUE,TRUE,TRUE
testthat,rematch2,test-exec-all,TRUE,TRUE,TRUE
testthat,rematch2,test-indexing,TRUE,TRUE,TRUE
testthat,reproducible,test-cache,TRUE,TRUE,TRUE
testthat,reproducible,test-cacheArguments,TRUE,TRUE,TRUE
testthat,reproducible,test-cacheHelpers,TRUE,TRUE,FALSE
testthat,reproducible,test-checkPath,TRUE,TRUE,TRUE
testthat,reproducible,test-checksums,TRUE,TRUE,TRUE
testthat,reproducible,test-cloud,TRUE,TRUE,TRUE
testthat,reproducible,test-cluster,TRUE,TRUE,TRUE
testthat,reproducible,test-copy,TRUE,TRUE,TRUE
testthat,reproducible,test-devMode,TRUE,TRUE,TRUE
testthat,reproducible,test-download,TRUE,TRUE,TRUE
testthat,reproducible,test-examples,TRUE,TRUE,TRUE
testthat,reproducible,test-filesMissingExtension,TRUE,TRUE,TRUE
testthat,reproducible,test-gdal,TRUE,TRUE,TRUE
testthat,reproducible,test-gis,TRUE,FALSE,FALSE
testthat,reproducible,test-misc,TRUE,FALSE,FALSE
testthat,reproducible,test-multipleCacheRepo,TRUE,TRUE,TRUE
testthat,reproducible,test-postProcess,TRUE,TRUE,FALSE
testthat,reproducible,test-preProcessDoesntWork,TRUE,TRUE,TRUE
testthat,reproducible,test-preProcessWorks,TRUE,TRUE,TRUE
testthat,reproducible,test-prepInputs,TRUE,TRUE,TRUE
testthat,reproducible,test-prepInputs-large-files,TRUE,TRUE,TRUE
testthat,reproducible,test-prepInputsInNestedArchives,TRUE,TRUE,TRUE
testthat,reproducible,test-reproducibleVerbose,TRUE,TRUE,TRUE
testthat,reproducible,test-robustDigest,TRUE,TRUE,TRUE
testthat,reqres,test-request,TRUE,TRUE,TRUE
testthat,reqres,test-response,TRUE,TRUE,TRUE
testthat,rerddap,test-convert_time,TRUE,TRUE,TRUE
testthat,rerddap,test-convert_units,TRUE,TRUE,TRUE
testthat,rerddap,test-disk,TRUE,TRUE,TRUE
testthat,rerddap,test-ed_datasets,TRUE,TRUE,TRUE
testthat,rerddap,test-ed_search,TRUE,TRUE,TRUE
testthat,rerddap,test-ed_search_adv,TRUE,TRUE,TRUE
testthat,rerddap,test-griddap,TRUE,TRUE,TRUE
testthat,rerddap,test-info,TRUE,TRUE,TRUE
testthat,rerddap,test-servers,TRUE,TRUE,TRUE
testthat,rerddap,test-tabledap,TRUE,TRUE,TRUE
testthat,revdbayes,test-bingp,TRUE,TRUE,TRUE
testthat,revdbayes,test-gev,TRUE,TRUE,TRUE
testthat,revdbayes,test-gev2,TRUE,TRUE,TRUE
testthat,revdbayes,test-gp,TRUE,TRUE,TRUE
testthat,revdbayes,test-gp2,TRUE,TRUE,TRUE
testthat,revdbayes,test-inf_priors,TRUE,TRUE,TRUE
testthat,revdbayes,test-predict_evpost,TRUE,TRUE,TRUE
testthat,revdbayes,test-rpost_bingp,TRUE,TRUE,TRUE
testthat,revdbayes,test-rpost_bingp_weights,TRUE,TRUE,TRUE
testthat,revdbayes,test-rpost_gev,TRUE,TRUE,TRUE
testthat,revdbayes,test-rpost_gp,TRUE,TRUE,TRUE
testthat,revdbayes,test-rpost_gp_weights,TRUE,TRUE,TRUE
testthat,revdbayes,test-rpost_kgaps,TRUE,TRUE,TRUE
testthat,revdbayes,test-rpost_os,TRUE,TRUE,TRUE
testthat,revdbayes,test-rpost_pp,TRUE,TRUE,TRUE
testthat,revdbayes,test-upper,TRUE,TRUE,TRUE
